Exchg,asset,price,vol24
BINANCE,BTC,48636.48951677013,1880551393.1898124
BINANCE,ETH,3493.3598711458026,1444076623.4031649
BINANCE,SOL,153.3540902945645,1233380032.6223385
BINANCE,AVAX,73.56415763926495,934226963.337849
BINANCE,BUSD,1.0000744943427773,843557548.5842811
BINANCE,ETH,3493.6620449649067,551194899.776293
BINANCE,GALA,0.10581817278257667,490755928.85386425
BINANCE,DOT,34.91934693732493,475722951.9814659
BINANCE,BTC,48638.47199692589,474352392.25593644
BINANCE,ETH,3493.6686056551293,397708207.70029366
BINANCE,BNB,417.4019603119737,359903625.6392948
BINANCE,DYDX,17.32665691008695,338472676.21949023
BINANCE,ADA,2.4047993616152885,324196211.93717396
BINANCE,XRP,1.092285973295129,312758910.0715582
BINANCE,SHIB,8.326036467226982e-06,294308265.4266436
BINANCE,EOS,5.2651554332392125,292823507.5043372
BINANCE,FIL,86.40575622655558,289046021.0440232
BINANCE,FOR,0.11244899822134123,266185270.35297823
BINANCE,TRX,0.10854851266912678,263260914.8697946
BINANCE,DOGE,0.24508050886414076,258287211.26140448
BINANCE,SOL,153.36216151250676,254946277.47159305
BINANCE,FTM,1.3668201487009914,254525749.03151798
BINANCE,SUSHI,12.89460518582072,247089465.11859944
BINANCE,GALA,0.10578838894550352,231903322.4319005
BINANCE,ATOM,35.174378684969724,221190705.0270535
BINANCE,MATIC,1.4176764795548644,202227543.73830548
BINANCE,LINK,29.058617363997595,199671917.34772703
BINANCE,LUNA,35.7094452927735,198114503.401794
BINANCE,FTT,65.1531105894897,187470060.58559188
BINANCE,FOR,0.11238891236240958,182341839.58629972
BINANCE,SOL,153.35399941207262,169082491.65997285
BINANCE,AVAX,73.62074172583266,162789210.83795556
BINANCE,ELF,0.982872352933011,144471243.82990637
BINANCE,USDC,1.000174506792834,143395975.2057171
BINANCE,CELR,0.12337035776754166,143394507.8239675
BINANCE,ALGO,1.9913478930805577,142322623.61837032
BINANCE,AVAX,73.5708341158628,130304358.44864124
BINANCE,IOTA,1.6734083143500524,126431180.694696
BINANCE,AVAX,73.57626150865623,120580622.45581229
BINANCE,ADA,2.404690690295549,116448846.55341092
BINANCE,HBAR,0.43410403947145604,116270247.94937861
BINANCE,BNB,417.3830981887493,111981216.91389471
BINANCE,ELF,0.9828279375703686,109961614.10629983
BINANCE,USDT,1.0008863924059084,109493877.58936745
BINANCE,CRV,2.9258642264111154,108930934.57244395
BINANCE,ETH,3496.7494692494856,108211537.82612327
BINANCE,LTC,184.07291432950464,105974725.32758111
BINANCE,COTI,0.43560422622230777,105727644.04800087
BINANCE,USDC,1.000129309557107,102848644.06310698
BINANCE,AUDIO,2.8128501578469534,91053447.10092635
BINANCE,XTZ,6.264779871556734,89233034.86693315
BINANCE,DOT,34.92282393284536,85631086.97022998
BINANCE,KAVA,6.2482778172973665,79013387.54577774
BINANCE,EGLD,247.54081513553757,78934134.32828546
BINANCE,BTC,48679.17009891663,74707909.69422312
BINANCE,SRM,10.295281608844991,73245779.97659954
BINANCE,SOL,153.5242672051685,73154861.40489672
BINANCE,BNB,417.395840640268,71858887.9596289
BINANCE,THETA,6.5373137979614615,70165687.178634
BINANCE,SWRV,1.429663371308797,68987573.91842389
BINANCE,ALICE,13.521683247676732,68783529.07358643
BINANCE,UNI,25.023115004206502,67191067.48469512
BINANCE,ETC,57.94721356289866,66870204.23341104
BINANCE,VET,0.1159944395758541,66734962.78083943
BINANCE,BTC,48636.05459176389,66311531.02320397
BINANCE,DOT,34.917768954738655,65096779.74415796
BINANCE,FET,0.8679580478177702,63146089.23124675
BINANCE,CAKE,22.60781433533525,62364961.89745643
BINANCE,SUN,0.040685064683098335,61610953.47773602
BINANCE,AAVE,365.09544893227746,61444733.46315598
BINANCE,NEAR,8.757090126971706,61215471.7498457
BINANCE,ONE,0.16554060733398318,61187527.24105958
BINANCE,SHIB,8.325660219051964e-06,60884820.5900084
BINANCE,ICP,57.787193642807814,60344743.88202669
BINANCE,ADA,2.4049568654032574,60138044.503777824
BINANCE,DYDX,17.325373890072818,59542910.108227156
BINANCE,AXS,66.69830294286696,59045617.79512568
BINANCE,BCH,634.8290267354147,55280205.71824218
BINANCE,SNX,13.099130646186834,53863525.66372735
BINANCE,MINA,5.482182449862427,50624383.282613434
BINANCE,C98,3.8759825019505305,50527071.460494496
BINANCE,CELR,0.12331977917252826,50523754.789747216
BINANCE,GALA,0.10578989144002598,48827102.97590121
BINANCE,IDEX,0.4413049951785058,48494599.91957044
BINANCE,LUNA,35.712832002684166,46359515.408957005
BINANCE,MBOX,5.88873305934324,45014078.51188501
BINANCE,LINK,29.05938880038783,44370503.24214913
BINANCE,RUNE,10.121760007996476,42667231.71154832
BINANCE,OMG,8.73058682770666,42460346.45457276
BINANCE,SLP,0.08246026507181557,41983137.16489124
BINANCE,ETH,3492.826230643166,41890685.7268711
BINANCE,SXP,2.6968357157810883,41732003.865545064
BINANCE,FOR,0.11235616056388967,41429053.827299505
BINANCE,DOGE,0.24506943383527732,41116408.098802015
BINANCE,SUSHI,12.8990709011011,40913318.23086062
BINANCE,CHZ,0.332241359088625,40503598.574077174
BINANCE,XEC,0.00023874472015304374,40237816.79204265
BINANCE,REN,1.060231983051931,40090355.8322258
BINANCE,LUNA,35.70834427618165,39932301.460616425
BINANCE,IDEX,0.441559967623189,39195515.17695977
HUOBIGLOBAL,ETH,3494.1499695012512,795170401.1411654
