Exchg,asset,price,vol24
BINANCE,BTC,48612.80039261818,1881556609.4104798
BINANCE,ETH,3491.75237169705,1446258701.865924
BINANCE,SOL,152.66562492629868,1233347260.1277418
BINANCE,AVAX,74.02757652829762,940919919.7128713
BINANCE,BUSD,1.000052352735358,841562680.8018734
BINANCE,ETH,3492.1849496038653,552240534.2512206
BINANCE,GALA,0.10517076395184784,486593156.25842303
BINANCE,DOT,34.778559494346794,474877967.90800214
BINANCE,BTC,48618.30870467384,474756774.21268505
BINANCE,ETH,3491.6519280343327,398425207.3083651
BINANCE,BNB,416.9926781069128,359954417.196609
BINANCE,DYDX,17.33077375923898,337917379.0693056
BINANCE,ADA,2.3997456076688746,329643682.8789008
BINANCE,XRP,1.0910616673000035,309646445.6194662
BINANCE,SHIB,8.31585110554978e-06,293394413.19146574
BINANCE,EOS,5.26303865820273,292701693.973178
BINANCE,FIL,86.26382887663213,288477940.27601516
BINANCE,TRX,0.10807606130141152,262440523.4831196
BINANCE,FOR,0.11036129518910621,261374726.150486
BINANCE,DOGE,0.2455751339708657,259666821.837109
BINANCE,FTM,1.3668898975959305,254829476.34028488
BINANCE,SOL,152.67874182048956,254682377.12246394
BINANCE,SUSHI,12.88831908565484,244638156.8783178
BINANCE,GALA,0.10523102513958874,229987033.7135189
BINANCE,ATOM,35.15859839033103,221075876.15583518
BINANCE,MATIC,1.4126445804677166,202017764.17956012
BINANCE,LINK,29.007968889533537,199504869.76205736
BINANCE,LUNA,35.758659805042974,198387066.7869046
BINANCE,FTT,65.13166605519295,187599234.0420676
BINANCE,FOR,0.11045132403461039,179426659.08828187
BINANCE,SOL,152.67150890127076,169848374.2612157
BINANCE,AVAX,74.01474047748044,164058610.5318201
BINANCE,USDC,1.000152362971143,143192552.91917482
BINANCE,CELR,0.12220250710608868,142172375.47021866
BINANCE,ALGO,1.9818528374398943,141887771.2079889
BINANCE,ELF,0.9810504079361462,141305023.8490101
BINANCE,AVAX,74.01923806801292,131255265.49545665
BINANCE,IOTA,1.668620778960256,126175326.53983779
BINANCE,AVAX,74.02542235576891,122392531.82474366
BINANCE,ADA,2.3996373943686686,117505855.22529435
BINANCE,HBAR,0.4332443414220282,116092988.15604827
BINANCE,BNB,417.0738801089616,112094010.55676965
BINANCE,USDT,1.0001568342639298,110099419.65375122
BINANCE,CRV,2.9197988337525653,108525930.44073804
BINANCE,ETH,3495.041905364135,108318760.93210745
BINANCE,ELF,0.9810061687876415,107727283.38741039
BINANCE,LTC,183.86881849132016,105821967.41661449
BINANCE,COTI,0.4323442492999603,105178695.11018111
BINANCE,USDC,1.0001072624456708,102820147.32762378
BINANCE,AUDIO,2.804287011420515,90658333.25390922
BINANCE,XTZ,6.247639429509257,88779572.3105743
BINANCE,DOT,34.78259050766879,85680532.93636887
BINANCE,KAVA,6.242138866541064,79072417.0620446
BINANCE,EGLD,247.10529057838116,78733676.10524613
BINANCE,BTC,48661.29879889762,74783086.42308693
BINANCE,SRM,10.288052955236388,73810665.76394978
BINANCE,SOL,152.6271024810914,73468931.56636284
BINANCE,BNB,416.9778757226123,71898315.06346175
BINANCE,SWRV,1.4617336934690415,70918144.26984301
BINANCE,THETA,6.518167117308561,69909479.64013208
