astid,name,price,vol24,chg1h,chg24h,chg7d,time
USDT,Tether,1.0004881993575114,19074244571.467773,0.007147741710947274,-2.1612537351795154,0.043655834744981914,2021-09-18T16:55:09
BTC,Bitcoin,48284.55826519346,5918357582.11608,-0.08309685697303944,1.23244552996073,5.316846722694402,2021-09-18T16:55:09
BUSD,Binance USD,1.0002900368331238,4109886398.385103,-0.032249791288918375,-2.2456751951858336,0.029407334263898837,2021-09-18T16:55:09
ETH,Ethereum,3454.7301625404407,3976154483.0355687,-0.4402079592052828,-0.22951735625997768,3.7290495955318415,2021-09-18T16:55:09
SOL,Solana,162.5341257744161,2943718563.8068185,0.13801037122408538,12.255012814751934,-13.227246857859212,2021-09-18T16:55:09
AVAX,Avalanche,69.9816712337226,1297444236.9589162,-1.4113236671944882,3.6921443579853546,31.437138526276854,2021-09-18T16:55:09
GALA,,0.12677653422885898,1158172231.8924632,-1.3605816151753953,42.37469209825605,128.9861705526857,2021-09-18T16:55:09
DOT,Polkadot,34.90456099418089,844841795.8495021,-0.029790245247887048,0.07249877071558115,13.008076492052417,2021-09-18T16:55:09
ADA,Cardano,2.3788042928220046,821003749.0365838,-0.5659049451023777,-1.7198402734268203,-12.82409812883393,2021-09-18T16:55:09
ATOM,Cosmos,39.324852292314986,731014631.3147943,1.131362024592777,13.002552953532396,40.716621705768155,2021-09-18T16:55:09
BNB,Binance Coin,413.453439584482,653766565.9760092,-0.2203123477632886,-1.7451062047014896,0.08524684000501566,2021-09-18T16:55:09
FIL,Filecoin,84.3870960733048,555797154.0416557,-0.43656754227487315,-2.187044530390722,0.6441049173362559,2021-09-18T16:55:09
USDC,USD Coin,1.0004102824901473,457818294.9268859,0.02944560412040017,-1.9734973730954835,0.017290802343749745,2021-09-18T16:55:09
LUNA,Terra,35.26162678597143,428317782.86209136,-0.3426072869379061,-1.7737178445279027,-9.617992788789515,2021-09-18T16:55:09
EOS,EOS,5.3934205860061635,413770830.30597353,1.5668597118565872,-2.13005131194776,13.287853385895431,2021-09-18T16:55:09
XRP,Ripple,1.0789625844408155,396892060.6155095,-0.21110187962555377,-1.5790179233523827,-1.5377868050017829,2021-09-18T16:55:09
MATIC,Matic Network,1.3658832993853711,396681869.29496056,-0.18332726810625705,-1.473602092493422,0.48673830081909664,2021-09-18T16:55:09
ALGO,Algorand,2.0502258085856706,377086971.2579646,1.1221182305986357,1.877516651126348,-1.3091284431309322,2021-09-18T16:55:09
SUSHI,SushiSwap,12.85050415085658,366521331.3215049,-0.23419570099053982,-4.6871460888935275,19.2253558775398,2021-09-18T16:55:09
LINK,Chainlink,28.461659804594557,362905432.48945,-0.6110231048460338,-2.19614992223923,3.826997510302025,2021-09-18T16:55:09
SHIB,,7.930414128289472e-06,331990107.83468115,-0.9961802068550104,-9.830424919960523,14.660468832713667,2021-09-18T16:55:09
DYDX,,15.69033610104085,320610336.37524086,-0.14620935467610294,-4.699150685811517,40.36349567439322,2021-09-18T16:55:09
DOGE,Dogecoin,0.2413934388469839,318632566.02501965,-0.2753314960611771,-3.0317477714953105,-1.8558765952563716,2021-09-18T16:55:09
FTM,Fantom,1.3284440463369505,306147127.8114575,-0.3086575693341029,0.0437687289175693,-17.8282799828118,2021-09-18T16:55:09
FTT,FTX Token,63.930339251512144,303223750.70890754,-0.7944916382724319,-2.3583992231665993,-14.229297676305283,2021-09-18T16:56:09
TRX,Tron,0.10598078591170015,293818738.9878902,-0.3215242101028406,-3.129491992059431,11.00611023638825,2021-09-18T16:55:09
XTZ,Trezos,6.54368910385383,277803812.5389592,-0.5331128972156021,2.3981956767880392,0.2745865844361018,2021-09-18T16:55:09
FOR,The Force Protocol,0.11192908368559909,264371024.55134255,-0.5387145993576166,-18.687945531186934,78.32561979508708,2021-09-18T16:56:09
LTC,Litecoin,181.14615694631166,248596435.0764797,-0.30637925710512587,-1.7314846961605093,-1.8287248576871324,2021-09-18T16:56:09
XBT,,48279.133103592496,206120984.34151152,-0.29922650560471586,1.215948868867141,5.2350129469817,2021-09-18T16:55:09
COTI,Coti,0.4380386970800231,196193301.2548059,-0.1913251241046125,13.249994038810131,39.75964941922108,2021-09-18T16:56:09
ICP,,58.777371270905505,182708647.32925135,-0.5461681966604,1.7933201170174502,-2.6090664660346747,2021-09-18T16:56:09
IDEX,,0.49241868544208683,180528769.5397214,5.280590426688286,10.45846115065009,-23.195137756333274,2021-09-18T16:56:09
NFT,,3.985545277316925e-06,162178858.1286568,-0.7203368461077495,-3.1776584629290965,2.169617047822254,2021-09-18T16:56:09
C98,,4.002788506127234,159832620.297083,0.29289473449281894,6.517566257070874,3.628685491560086,2021-09-18T16:56:09
CRV,Curve DAO Token,2.827496736049179,160003492.22001404,-1.1780561526616697,-10.378357905214356,24.731997261074888,2021-09-18T16:56:09
CELR,Celer Network,0.1142688934517418,151772561.26499617,0.3356922667409891,1.4837780220809986,70.92180437178774,2021-09-18T16:56:09
SRM,Serum,10.315012092450578,148348438.1368758,0.4576157929765171,2.799763517493117,-17.20609350341496,2021-09-18T16:56:09
