Exchg,asset,price,vol24
BINANCE,BTC,48710.942645100244,1870237284.1557975
BINANCE,ETH,3508.760967622935,1444584248.179627
BINANCE,SOL,147.1278297004944,1152552447.3140414
BINANCE,AVAX,74.9715375964216,942540262.4116658
BINANCE,BUSD,1.0000372042892252,851343042.4344301
BINANCE,ETH,3508.3601744973166,552746334.1232646
BINANCE,GALA,0.10906451053928842,508488025.6295008
BINANCE,DOT,35.098060587559736,478052070.76162153
BINANCE,BTC,48710.02176075953,468397669.1405018
BINANCE,ETH,3508.3737775508403,398068189.28513336
BINANCE,BNB,417.7864314133945,359993765.71930426
BINANCE,DYDX,17.182998375414094,338125470.64619714
BINANCE,ADA,2.4037096059894525,323335999.9965769
BINANCE,XRP,1.0860447042330958,313100156.7575503
BINANCE,SHIB,8.41573386078687e-06,303207335.53431016
BINANCE,EOS,5.288961202943715,292409858.1787434
BINANCE,FIL,86.93258061187151,290772742.4089876
BINANCE,TRX,0.10867447652791506,265584883.93335038
BINANCE,DOGE,0.24417129199181395,262758299.05710295
BINANCE,FOR,0.10883949091734225,257280679.894378
BINANCE,FTM,1.387520993280535,255962806.19597435
BINANCE,SUSHI,12.976631575833634,253615321.25733465
BINANCE,GALA,0.10902420062102558,241732642.72892717
BINANCE,SOL,147.13066883478618,238015963.69481978
BINANCE,ATOM,35.10306102360299,220002294.03593627
BINANCE,MATIC,1.4306247519733353,202900006.81876948
BINANCE,LUNA,35.843125558003734,200996523.12605244
BINANCE,LINK,29.127539951921282,199612556.40850845
BINANCE,FTT,65.32569646899563,188443140.85240015
BINANCE,FOR,0.10880419214426329,176604194.53267914
BINANCE,ELF,0.9984370647553859,168633568.17559734
BINANCE,AVAX,74.9838826014442,164053344.33035392
BINANCE,SOL,147.12535196180943,158023724.2010283
BINANCE,CELR,0.12442585006414716,145062920.76979235
BINANCE,ALGO,2.005224857702996,143660063.80118424
BINANCE,USDC,1.00013721301009,141076277.84499887
BINANCE,AVAX,74.94788768613797,131688710.72380792
BINANCE,IOTA,1.6795464582062352,126611222.44650255
BINANCE,ELF,0.9977884440435542,125448557.76854
BINANCE,AVAX,74.96912332920131,122138839.58054635
BINANCE,HBAR,0.43928830639936217,116607845.21570478
BINANCE,ADA,2.4035926086280957,115423987.13297024
BINANCE,BNB,417.76609621568,112317389.19812195
BINANCE,CRV,2.9387562626170194,109551804.6706459
BINANCE,ETH,3508.4402210687163,108209598.34531733
BINANCE,USDT,1.0008105021260951,107857260.7436156
BINANCE,LTC,183.96604203110454,106404435.10403076
BINANCE,COTI,0.4336378136704916,104200347.11195463
BINANCE,USDC,1.0000885326642508,102516850.6664608
BINANCE,XTZ,6.277547408693901,92526406.55783936
BINANCE,AUDIO,2.788243137715246,91030941.21695894
BINANCE,DOT,35.0966454308261,85906991.8898686
BINANCE,EGLD,247.29156408280085,78809128.46805575
BINANCE,KAVA,6.256045533707933,78726849.61780405
BINANCE,BTC,48727.229723377044,74350086.79009329
BINANCE,BNB,417.745305027382,72485378.21393642
BINANCE,SRM,10.112381810261013,70719908.70463939
BINANCE,ALICE,13.571183421375856,70098699.0218059
BINANCE,THETA,6.497066550992502,68687071.38925123
BINANCE,SOL,147.21079142506613,67879100.54909806
BINANCE,UNI,25.052184576673923,67459893.56771283
BINANCE,VET,0.11576009440119787,66316233.46025637
BINANCE,ETC,58.0000576656369,65987242.70676888
BINANCE,DOT,35.10135242889376,65944564.00680072
BINANCE,BTC,48711.431163913614,65849709.40809198
BINANCE,SWRV,1.4462557231528819,64309305.33110522
BINANCE,SHIB,8.415324236157862e-06,62956831.86797653
BINANCE,CAKE,22.71198050843373,61988667.82301061
BINANCE,AAVE,366.53196197009953,61487841.98007376
BINANCE,FET,0.8711259630942844,61087787.43444934
BINANCE,SUN,0.040458528025921904,60973610.58186848
BINANCE,NEAR,8.74826285766288,60673541.18144319
BINANCE,ADA,2.403502836422336,60266653.022696815
BINANCE,DYDX,17.18816224705446,60070258.180934444
BINANCE,ICP,57.78003847973398,59922039.26544083
BINANCE,AXS,66.8958333865756,59624754.67141356
BINANCE,ONE,0.16459935323560393,58414332.571647614
BINANCE,BCH,636.2054777824799,55203434.15399431
BINANCE,SNX,13.195650674527908,54326017.464042045
BINANCE,CELR,0.12444979495765482,51339500.28805837
BINANCE,C98,3.888339067229869,50627621.117465906
BINANCE,MINA,5.5069802144293405,50599108.39497671
BINANCE,GALA,0.10886267786815118,50503033.77543583
BINANCE,IDEX,0.4421020338611823,48831014.4527441
BINANCE,LUNA,35.84638113429336,47197377.17429332
BINANCE,MBOX,5.948018673443839,46558391.559646234
BINANCE,LINK,29.134769918046818,44315516.3688561
BINANCE,RUNE,10.180387740449191,43410432.63923885
BINANCE,SLP,0.08265720779489422,42387452.64816463
BINANCE,SUSHI,12.980717517611765,42130925.52233721
BINANCE,OMG,8.675256491431456,42110036.814514056
BINANCE,DOGE,0.24415940727961288,41553149.16670357
BINANCE,SXP,2.6887344604546053,41493107.56838912
BINANCE,ETH,3508.361170699175,41449854.76794476
BINANCE,XEC,0.00024077599591844833,41339973.93186899
BINANCE,LUNA,35.84918608991467,40846513.517463826
BINANCE,CHZ,0.33267900995730865,40776140.55771657
BINANCE,REN,1.0705433524990262,40478940.96920189
BINANCE,FOR,0.10886267786815118,40047963.10868097
BINANCE,IDEX,0.44210855232775415,39413625.2563465
HUOBIGLOBAL,ETH,3507.470855123777,799329534.7779614
HUOBIGLOBAL,BTC,48704.092047720995,571183221.9595664
HUOBIGLOBAL,FIL,86.89092697963125,262632469.1572484
HUOBIGLOBAL,NFT,4.087906469715908e-06,212710504.1402258
HUOBIGLOBAL,DOT,35.08765968058978,166234911.6076417
HUOBIGLOBAL,TRX,0.10865697500176369,158932526.82452607
HUOBIGLOBAL,EOS,5.290861368640149,153266421.67714185
HUOBIGLOBAL,SOL,147.13378021938584,141740870.44876033
HUOBIGLOBAL,AVAX,74.78092097445297,118502128.9309391
HUOBIGLOBAL,DOGE,0.24425979970977946,103710075.82045211
HUOBIGLOBAL,SUN,0.04050403199391547,102721787.34144051
HUOBIGLOBAL,SHIB,8.41573386078687e-06,99453168.28519891
HUOBIGLOBAL,SUSHI,12.974181362172443,95743204.5765547
HUOBIGLOBAL,XRP,1.0858796898436687,92258551.9569842
HUOBIGLOBAL,LUNA,35.85617669607661,90804499.41769731
HUOBIGLOBAL,DYDX,17.181748266403282,90791424.06771654
HUOBIGLOBAL,BTT,0.003987857745362596,84720865.76702864
HUOBIGLOBAL,LINK,29.12588980802701,84677479.17371151
HUOBIGLOBAL,ATOM,35.10596127650807,65408902.34688323
HUOBIGLOBAL,LTC,183.9510407229748,60896401.62608825
HUOBIGLOBAL,ETH,3508.1789450177434,53080337.69563423
HUOBIGLOBAL,FOR,0.10881448873712601,51931603.33104914
HUOBIGLOBAL,JST,0.09173749960582879,51114972.03174631
HUOBIGLOBAL,ELF,0.9972369601050062,48864689.345863655
HUOBIGLOBAL,DFA,1.8411105467635875,47882999.33145874
HUOBIGLOBAL,CRV,2.939056288779614,42506878.78125079
HUOBIGLOBAL,ADA,2.4036280988819474,42209379.69406662
HUOBIGLOBAL,UNI,25.057435034519337,40897524.104110986
HUOBIGLOBAL,BCH,636.1554734220472,37235157.74247075
HUOBIGLOBAL,FTT,65.34139783817145,37124221.211645305
HUOBIGLOBAL,MATIC,1.430597749618702,34944698.91930499
HUOBIGLOBAL,ALGO,2.004424787936076,33169739.48219505
HUOBIGLOBAL,HT,14.671829398855236,32753299.56949379
HUOBIGLOBAL,AAVE,366.5566141197927,30542143.345844373
HUOBIGLOBAL,ETC,58.007608324062204,28657940.617681865
HUOBIGLOBAL,XTZ,6.274947181951412,27495252.846320435
HUOBIGLOBAL,ICP,57.80004022390697,26184939.190501317
HUOBIGLOBAL,USDT,1.0001946733345006,25494077.39955598
HUOBIGLOBAL,AGLD,3.1046207261715653,24403737.903820727
HUOBIGLOBAL,EOS,5.290920976925245,21249859.13951546
HUOBIGLOBAL,BSV,160.0234542124274,17778247.101982318
HUOBIGLOBAL,MASK,11.495952459067382,17549187.789137192
HUOBIGLOBAL,LUNA,35.849429630581035,16902331.19107776
HUOBIGLOBAL,NEAR,8.734411649823084,16402907.339249391
HUOBIGLOBAL,YGG,6.920653488216064,16401557.541953856
HUOBIGLOBAL,AXS,66.90913454645064,14914220.87664147
HUOBIGLOBAL,IOTA,1.6300921457385096,14700428.542146659
HUOBIGLOBAL,MX,1.9038160147459209,14213597.680068225
HUOBIGLOBAL,DOT,35.0915310768323,13296932.998142567
HUOBIGLOBAL,XLM,0.3252748643080709,12879498.043338174
HUOBIGLOBAL,TRX,0.10865810370839896,12569302.874111822
HUOBIGLOBAL,VET,0.11571309030239135,12252117.72681235
HUOBIGLOBAL,MDX,1.6687455163528189,12105891.826475868
HUOBIGLOBAL,ZEC,143.41750615640416,11748888.666418605
HUOBIGLOBAL,PHA,0.9842603285291726,11642642.114801854
HUOBIGLOBAL,OMG,8.676656613523566,11371375.126724541
HUOBIGLOBAL,AR,51.153160609058745,10768169.54876419
HUOBIGLOBAL,SWRV,1.4303247258107405,10662321.483839544
HUOBIGLOBAL,CSPR,0.12681105805677662,10519244.374597473
HUOBIGLOBAL,LUNA,35.784880667506606,10439618.041919788
HUOBIGLOBAL,ACH,0.07772027728939516,10366265.89446682
HUOBIGLOBAL,REN,1.070015306452859,10335731.208644703
HUOBIGLOBAL,QTUM,12.797215930601885,9897212.531875493
HUOBIGLOBAL,TALK,1.478570432886813,9880726.539915359
HUOBIGLOBAL,FTT,65.34317849085976,9660745.299629472
HUOBIGLOBAL,FOR,0.10886267786815118,9602654.410159925
