astid,name,price,vol24,chg1h,chg24h,chg7d
USDT,Tether,1.0003992370927017,19308681382.287647,0.005480203707956116,-1.265068871493859,0.038142133430745566
BTC,Bitcoin,48367.24716304961,5974113524.039086,-0.34658755003352093,1.828098690442702,6.187239300969349
BUSD,Binance USD,1.000512787100045,4148350144.0903473,0.14679018638907756,-1.3870662972706278,0.05307300506170165
ETH,Ethereum,3469.201397213363,4049972867.0435343,-0.4546583314645164,0.4539005614138959,4.914092024772456
SOL,Solana,162.83990364775127,2922373379.8020964,0.7646845462093906,12.617753866826678,-13.675044186435597
AVAX,Avalanche,71.03724935536881,1345586253.4524662,1.076709643508552,9.182205406199595,40.84533217554686
GALA,,0.1293474106819774,1173394919.7531316,-5.591435149449298,41.40643158141744,133.62973615845414
DOT,Polkadot,34.93857847752073,838386256.6270941,-1.0352785772747646,1.8440799738129503,14.634943065227112
ADA,Cardano,2.3932045761003415,808949267.6960202,-0.19978478235129132,0.16570255562745106,-11.346260112151759
ATOM,Cosmos,38.99711901931151,680705462.976913,0.016211309534082195,13.35021184773722,38.61414460725538
BNB,Binance Coin,414.5157344229369,662372893.7729645,-0.5109076196388677,-0.3728721143140754,0.9380680649829571
FIL,Filecoin,84.80082862346535,594706557.0550666,-0.6944710558299719,2.041825580382896,1.1512205034339882
USDC,USD Coin,1.0002606873074247,466817609.5802653,0.016574174122338147,-1.1881390500226936,0.07772716349216738
LUNA,Terra,35.43207207837651,435074951.4206142,-0.3278348958052024,0.13525296093348332,-9.073415477436543
EOS,EOS,5.320542669330297,432543416.3048028,-2.100261834219314,-3.630453712553329,12.326423307078445
XRP,Ripple,1.08177042755215,405316833.2528117,-0.4755538190675813,-0.07134608698983774,-1.3747472080831329
MATIC,Matic Network,1.3712259471512396,401523748.6634147,-1.3368926019508576,1.2936474185571596,1.7010052653662462
SUSHI,SushiSwap,12.881767886050017,377485475.10901034,-0.789841213154188,-1.7469579039236558,21.235581091262436
LINK,Chainlink,28.647190938618152,373394619.59101796,-0.9007830003541141,0.13440564930440396,5.3079203401754445
SHIB,,8.058538084034806e-06,372317955.08338434,1.8389683928276939,-7.319861023176475,16.37663944172831
ALGO,Algorand,2.0272530996377327,371773878.97242147,-0.83810865087084,0.4083431470451179,-2.588426785678154
DYDX,,15.763250581309398,340092551.75618863,-4.316072961615447,-5.951386553746343,44.96428156414313
DOGE,Dogecoin,0.24237975119800673,329606924.66653883,-0.17933969679423997,-1.5908521737944743,-0.8145857007488412
FOR,The Force Protocol,0.11250096928324306,311046348.6742446,0.34443076519457777,-10.58994521879772,79.70727133743965
FTM,Fantom,1.3395725213528145,306824683.80630267,-2.5433647747421912,3.0339271714629965,-17.855672403457817
TRX,Tron,0.10645538040758895,300463916.63583946,-0.9696841795358222,-0.9879242185077942,12.094133998848502
FTT,FTX Token,64.4396683641937,299174633.6177626,-1.2176184154866632,-0.21758487455670406,-13.286053214990421
XTZ,Trezos,6.581956588486162,280003894.7955607,-1.217590135377785,3.736085050859411,2.1478528185681545
LTC,Litecoin,181.79938018578437,252864041.80140007,-0.5501971253996966,-0.5017999711351114,-1.2181446725785683
XBT,,48431.094741360925,211781049.53135028,-0.10593346749397069,1.9123463820624131,6.366695427914169
COTI,Coti,0.438233526150672,194946023.11609447,0.31310516577216163,14.683659012626565,39.90831929387259
ICP,,59.10020804666372,183959714.04518798,-1.629511177012186,3.6604425125801967,-2.061282457570104
CRV,Curve DAO Token,2.8637358444814196,170510697.08140078,-1.685903287840033,-5.639198755317517,27.545008772383834
NFT,,4.013895329293299e-06,158993051.44948015,-0.08915466779423022,-2.2759930754603372,0.37696398229893635
C98,,3.9886990825109065,155023240.12364447,-2.6536043147233577,7.598646106099803,2.709740952468229
CELR,Celer Network,0.11393237271684557,152779570.8670482,-1.099304142579511,0.699343022160719,69.58706930199777
SRM,Serum,10.250424511413947,146081433.28352204,-1.1153589233883716,2.3407486325238414,-16.916981361186878
IOTA,MIOTA,1.6462958747248704,141993477.6828182,-0.6946719694143864,-2.3044053985616433,7.554402323874274
SWRV,,1.4165443297860667,141417909.82937032,-0.7426667107467646,31.684430396294026,10.819791900028465
UST,TerraUSD,1.0003380238925235,139574660.50617245,-0.01876291780026848,-1.1927354971036865,-0.015943324294317048
HBAR,Hedera Hashgraph,0.44173118527120714,137559109.5942157,-1.4464261730052081,-0.018574667354029243,20.058858361622697
ELF,Aelf,0.9377539617098514,131763410.04329032,-0.08446588456363548,-8.203493440225172,7.466749875477696
IDEX,,0.4692815701305327,126215967.0688296,3.7127794476343166,10.428237991270423,-25.34191487159696
ONE,Harmony,0.17027374985165375,121350473.96423285,-0.9790524186963592,6.092545167442607,-10.919250800039041
SUN,SUN,0.03872868560345323,120695329.11581537,-0.8844871826491916,-7.562725606263523,20.576173058681402
FET,Fetch.AI,0.8527724661184946,118788638.56209365,-1.2401423444148953,-3.700903025685076,-6.15524498196971
AAVE,Aave,358.48113500233967,107558155.64536242,-1.2309070091580074,-2.736251074862129,10.63549460881656
BCH,Bitcoin Cash,629.2021067932116,106810203.3462875,-0.9283804440550153,-0.6448466900617018,-2.162991606002422
NEAR,NEAR Protocol,8.84960352633765,106106182.73552251,-1.2813465706054588,4.081908048336694,-3.804117843757146
BTT,BitTorrent,0.0039514595582469435,102820470.18499605,-0.4796492844363039,-0.8893169765944261,0.16481704301087344
UNI,Uniswap,24.584454813076682,99208507.87739433,-0.5354351419647649,-1.2102269331478381,5.651036710666757
VIDT,,1.062390787766993,98164391.0546354,4.117243412079571,21.34801366739911,0.7271044723115482
CAKE,PancakeSwap,22.58233960274043,98139860.00141443,-0.5515334538802974,2.884760558435339,13.561539184916327
ETC,Ethereum Classic,57.351273370969025,94155820.18627588,-0.5246429951716745,-0.789318679887847,-0.3386018672648145
EGLD,Elrond,241.22062851525118,93835158.74840422,-1.0794634925682007,-3.641124219819968,5.819578371112818
VET,Ve Chain,0.11316906238063999,90755579.57945274,-0.8496327528358388,-2.099267467234665,-3.217671657781134
SNX,Synthetix Network Token,12.925724093522094,85790340.20722198,-1.3751669278301308,-2.0548535291115813,18.513312847136287
XLM,Stellar,0.3240624953185773,83928671.61649862,-0.5646191494948618,-0.15830387576592417,-1.6984258354509507
THETA,Theta,6.398536195008088,82664622.15475632,-1.1394741112870208,-1.4249436294121482,-3.4586152449625827
REN,Ren,0.9817745382803249,80821092.72411017,-1.5222460625619891,4.685644459738941,35.75638085450174
MBOX,,6.454468643907707,80013527.63873248,2.5213163738875193,6.940516126431535,18.713092985134157
AXS,Axie Infinity,66.69151325911622,76744516.3171563,0.07537945358697244,-0.4600572953547717,-4.015364190016021
NMR,Numeraire,47.943524179698166,74703246.80366267,-1.8873350895582188,10.311423749146394,2.016811309427676
JST,JUST,0.09101271744179477,67524676.00679573,-0.16019075141826578,-0.6956866650546274,11.998984088553497
SLP,,0.08189540424715662,65785113.35716142,-0.56812832374231,-0.6090915192490266,-11.131788424672447
XEC,,0.00023270136118479513,64792225.62925919,-0.16799251384136565,-3.4524716332155885,1.8381821555486972
RUNE,THORChain,10.087377021555703,64644198.96489519,-1.8229721711123903,1.6876959962132998,12.572855133802394
KAVA,Kava,6.234941606155364,64318548.23611704,-0.6174353294366861,-0.938835592536323,-1.8726689046745724
OMG,OMG Network,8.71783900317684,61953950.67158212,1.3194391478442564,2.008746584232673,-1.5861028537492234
